domain,name,country,organization_type,summary_word_count,summary,summary_keywords,summary_trustable,keywords_trustable,keywords_match_summary,confidence,reason,parse_error
c4cco.com,c4c & Companies,United States,Company,51,"c4c & Companies is a real estate development firm that combines architecture and design with energy-efficient component construction techniques. They specialize in developing residential and commercial properties, offering comprehensive solutions from design to property management. The company also provides investment opportunities and has developed over 2 million square feet since 2019.","['real estate development', 'architecture', 'component construction', 'residential', 'commercial', 'investment opportunities', 'property management', 'design-build', 'energy-efficient', 'construction']",True,True,True,high,"Summary and keywords accurately describe the company's services and achievements, with no signs of generic boilerplate or unrelated content.",False
supremacysrl.it,SUPREMACY S.R.L.,Italy,Company,56,"SUPREMACY S.R.L. is an Italian company specializing in Performance Marketing and B2B Lead Generation. They focus on identifying and connecting businesses with qualified potential clients, aiming to optimize sales processes and increase conversions. The company offers a full-service approach, from strategy analysis to lead generation and appointment setting, positioning itself as a partner for sales teams.","['Lead Generation', 'Performance Marketing', 'B2B Sales', 'Appointment Setting', 'Digital Marketing', 'Sales Strategy', 'Client Acquisition', 'Marketing Services', 'Business Development', 'Conversion Optimization']",True,True,True,high,"Summary and keywords accurately describe the company's services and activities, with no signs of generic boilerplate or unrelated content.",False
iremco.com,IREMCO Group,Canada,Company,65,"IREMCO Group is a venture capital firm founded in 1992, initially focused on oil and gas operations. Today, it provides venture capital, business platforms, and capital market leadership to venture-stage companies, with a strategic emphasis on technology and natural resources. The firm has a history of managing successful growth strategies and attracting a global investment audience, aiming to invest in leading companies of the future.","['venture capital', 'technology', 'natural resources', 'oil and gas', 'investment', 'business platforms', 'capital markets', 'growth strategy', 'entrepreneurship', 'global reach']",True,True,True,high,"Summary and keywords accurately describe the company's focus on venture capital, technology, and natural resources, with specific details about its history and investment strategies.",False
smartcurrent.com,"SmartCurrent, Inc.",United States,Company,69,"SmartCurrent is a data and analytics consulting firm based in Cambridge, Massachusetts, specializing in leveraging artificial intelligence, machine learning, and digital analytics to help businesses derive more value from their data. They offer services in strategy, evaluation, visualization, data science, and advisory to optimize analytics strategies and deliver tangible business results. The company aims to empower clients to understand their marketing performance, customer behavior, and investment opportunities more effectively.","['data analytics', 'artificial intelligence', 'machine learning', 'digital analytics', 'consulting', 'business intelligence', 'strategy', 'data science', 'advisory', 'marketing analytics']",True,True,True,high,"Summary and keywords accurately describe the company's services and expertise, with no signs of generic boilerplate or unrelated content.",False
biztranslate.de,SKALLI Fachübersetzungsbüro & Dolmetscherdienst,Germany,Company,63,"SKALLI is a translation and interpreting agency with over 35 years of experience, offering professional services in various languages and specialized fields. They provide expert translations, interpreting services for domestic and international clients, and additional services like 'Meet and Assist' and hostess services. Their team of 170 translators covers approximately 100 languages, serving industries such as manufacturing, business, communication, medicine, technology, and law.","['translation services', 'interpreting services', 'language services', 'specialized translation', 'multilingual', 'document translation', 'conference interpreting', 'business translation', 'medical translation', 'legal translation']",True,True,True,high,"Summary and keywords accurately describe the company's services, industries served, and language capabilities.",False
pemargroupinc.com,Pemar Group Inc.,United States,Company,47,"Pemar Group Inc. is a Canadian-based company specializing in international freight forwarding. They offer comprehensive transportation solutions via air, ocean, rail, and truck, or a combination thereof, to and from any global destination. Their mission is to provide a first-class freight forwarding experience tailored to client schedules.","['freight forwarding', 'international shipping', 'logistics', 'transportation', 'air freight', 'ocean freight', 'rail freight', 'trucking', 'supply chain', 'Canadian company']",True,True,True,high,"Summary and keywords accurately describe the company's services and location, with no signs of generic boilerplate or unrelated content.",False
mdevelopment.pl,M Development Skowroński sp. j. sp. k.,Poland,Company,54,"M Development is a real estate development company specializing in residential properties, including apartments and houses. They offer a range of services from property sales to interior finishing and aim to create functional and comfortable living spaces. The company also focuses on sustainable construction practices and provides investment opportunities in the real estate market.","['real estate development', 'residential properties', 'apartments', 'houses', 'interior finishing', 'investment', 'sustainable construction', 'property sales', 'new construction', 'housing projects']",True,True,True,high,"Summary and keywords accurately describe the company's services, focus on sustainable practices, and investment opportunities in real estate development.",False
freight-intl.com,Freight International,United States,Company,61,"Freight International is a transportation and logistics provider specializing in expedited nationwide delivery and dedicated contract carriage. They offer solutions for businesses needing a dedicated fleet and trained drivers without the burden of managing their own. The company emphasizes safety, utilizing modern equipment and advanced technology like AI dashcams and GPS tracking, and partners with Motive for fleet and load management.","['Logistics', 'Transportation', 'Freight', 'Delivery', 'Nationwide', 'Contract Carriage', 'Fleet Management', 'Supply Chain', 'Safety', 'Technology']",True,True,True,high,"Summary and keywords accurately describe the company's services and values, with specific details about their technology and partnerships.",False
kemutec.com,Coperion,United Kingdom,Company,72,"Coperion is a global manufacturing process solutions company specializing in technologies and equipment for the food, health, and nutrition industries. They engineer and deliver innovative solutions for processing a wide range of products, including alternative proteins, bakery items, confectionery, and pharmaceuticals. With a portfolio of 12 technology brands and extensive engineering expertise, Coperion supports clients from raw material to finished product, offering comprehensive lifecycle solutions and global support from over 30 locations.","['Process technology', 'Food processing', 'Health and nutrition', 'Manufacturing solutions', 'Engineering', 'Equipment supplier', 'Alternative proteins', 'Pharmaceuticals', 'Confectionery', 'Global support']",True,True,True,high,"Summary and keywords accurately describe the company's industry, products, and services with specific details.",False
wvcapital.com,WestView Capital,United States,Company,52,"WestView Capital is a Boston-based private equity firm that invests in growth-oriented companies. They manage $2.7 billion in capital and partner with entrepreneurs on minority and majority recapitalizations, growth capital, and buyout transactions. The firm focuses on control-agnostic deals and aims to support mid-market and Inc. 5000 companies in becoming sector leaders.","['private equity', 'growth capital', 'buyout', 'recapitalization', 'investment firm', 'mid-market', 'entrepreneurs', 'sector focused', 'financial services', 'venture capital']",True,True,True,high,"Summary and keywords accurately describe the company's private equity activities, with specific details about their investment focus and approach.",False
newactplumbing.com,WordPress,United States,Other,56,"This appears to be a default WordPress blog installation, indicated by the ""Hello world!"" post and the ""Twenty Twenty-Five"" theme mention. It serves as a basic content management system platform, likely for personal blogging or a small business website. The site offers standard blog features and navigation links to sections like About, FAQs, Shop, and Patterns.","['WordPress', 'Blog', 'Content Management System', 'Website', 'Theme', 'Publishing', 'Digital Content', 'Online Platform', 'E-commerce', 'Patterns']",False,True,True,high,"The summary appears to be generic boilerplate text describing a default WordPress installation, unrelated to the actual business activities of this company.",False
veritasls.com.br,Veritas Life Sciences,Brazil,Company,67,"Veritas Life Sciences is a Brazilian company focused on research and development of new molecules for human health, with a specialization in biotechnological development. They offer services in proteomic analysis, biomarker identification, protein identification, N-terminal sequencing, and consulting, utilizing state-of-the-art technologies. The company also develops its own innovations, such as monoclonal antibodies for cancer treatment and new antibacterial agents, serving markets including pharmaceutical, cosmetics, agribusiness, and biotechnology.","['Biotechnology', 'Life Sciences', 'R&D', 'Proteomics', 'Biomarkers', 'Antibodies', 'Pharmaceutical', 'Cosmetics', 'Agribusiness', 'Consulting']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the company's activities in biotechnology.",False
patinfo.ch,PATinfo,Switzerland,Company,55,"PATinfo is an IT company specializing in Business Intelligence (BI), offering services from data modeling and database administration to management reporting and analysis. They cover the full data cycle, aiming to help businesses manage and analyze increasing amounts of data effectively. Their expertise lies in providing decision support systems to optimize information management for clients.","['Business Intelligence', 'BI', 'Data Management', 'Database Administration', 'Reporting', 'Data Analysis', 'IT Consulting', 'Decision Support Systems', 'Information Management', 'SAMinfo']",True,False,False,high,"The keywords mention 'SAMinfo' which is not mentioned in the summary, suggesting they may be copy-pasted from a different company's metadata.",False
sertran.com.br,Sertran,Brazil,Company,46,"Sertran is a company founded in 1996, specializing in passenger transportation. It offers services including general charter, agricultural charter, and school transportation, alongside selling used vehicles. The company's mission is to transport people with safety, quality, and respect, aiming for sustainable annual growth and value generation.","['transportation', 'passenger transport', 'charter services', 'school transport', 'agricultural transport', 'used vehicles', 'safety', 'quality', 'logistics', 'mobility']",True,True,True,high,"Summary and keywords accurately describe the company's services and mission, with no signs of generic boilerplate or unrelated content.",False
doubleaction.fr,Double Action,France,Company,64,"Double Action is a communication agency founded in 1996, specializing in imagining, designing, and implementing communication campaigns for businesses and organizations. They offer services including graphic design, media communication, print production (brochures, catalogs), sales promotion tools, and book creation. The agency aims to optimize growth factors for its clients by leveraging its diverse experience across various sectors like retail, local government, agri-food, and tourism.","['communication agency', 'graphic design', 'media strategy', 'print production', 'sales promotion', 'branding', 'advertising', 'campaign management', 'marketing', 'creative services']",True,True,True,high,"Summary and keywords accurately describe the company's services and industry, with no signs of generic boilerplate or unrelated content.",False
ergofit.cl,Shopify,Chile,Company,53,"Shopify is an e-commerce platform that allows individuals and businesses to create and manage their online stores. It provides tools for website design, product management, marketing, and sales, enabling users to sell products online and in person. Shopify aims to empower entrepreneurs by simplifying the process of starting, running, and growing a business.","['e-commerce', 'online store', 'retail', 'SaaS', 'business platform', 'entrepreneurship', 'digital commerce', 'point of sale', 'online sales', 'merchant services']",False,True,True,high,"The summary appears to be a generic description of Shopify, but the keywords accurately reflect its e-commerce platform features and services.",False
amo-finance.com,AMO-FINANCE.COM,France,Company,60,"AMO-FINANCE.COM appears to be an e-commerce platform or online retailer that sells a variety of products, including automotive tools, home goods, and apparel. The website features product listings, customer reviews, and options for shipping and delivery, indicating a focus on online sales and customer service. It aims to provide a convenient shopping experience for a diverse range of consumer goods.","['e-commerce', 'online retail', 'automotive tools', 'consumer goods', 'shipping', 'delivery', 'product listings', 'customer reviews', 'online shopping', 'retail platform']",True,True,True,high,"Summary and keywords accurately describe the business as an e-commerce platform with a focus on online sales, customer service, and product listings.",False
the-care-college.co.uk,Safe2Care Training,United Kingdom,Company,51,"Safe2Care Training provides an online eLearning platform, ""The Care College,"" for professional development and certification. They offer various courses, some requiring a small payment via PayPal, and issue online certificates upon completion. The platform is built on Open LMS, a Moodle-based product, and aims to facilitate training administration and certificate awarding.","['eLearning', 'Online courses', 'Training', 'Certification', 'Professional development', 'Safe2Care', 'Moodle', 'Open LMS', 'Healthcare training', 'Online learning platform']",True,False,False,medium,"Keywords mention 'Healthcare training' which is not mentioned in the summary, suggesting they may be generic or copied from another company",False
marchcapital.com,March Capital Corp.,United States,Company,67,"March Capital Corp. is a FINRA member financial services firm specializing in middle market and early-stage investment banking and private placements. With over three decades of experience, the firm leverages an extensive network of over thirty experienced investment professionals to execute transactions. Their expertise spans investment banking, mergers and acquisitions, capital formation, and financing, serving a diverse range of industries including healthcare, manufacturing, technology, and real estate.","['investment banking', 'private placements', 'mergers and acquisitions', 'capital formation', 'financial services', 'middle market', 'early stage', 'FINRA member', 'healthcare', 'technology']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the company's financial services activities.",False
bhl-medical.com,BHL-Medical,Portugal,Company,68,"BHL-Medical is a company founded in 1995 that develops, produces, assembles, and distributes non-active medical devices, both sterile and non-sterile. They specialize in innovative products for health technicians and users, with a focus on contrast media systems and accessories for radiology and intervention since 2010. The company also distributes other medical solutions and aims to be a trusted, credible, competent, and competitive partner in the medical device market.","['medical devices', 'non-active medical devices', 'sterile medical devices', 'contrast media systems', 'radiology', 'intervention', 'manufacturing', 'distribution', 'quality', 'innovation']",True,True,True,high,"The summary and keywords are specific, coherent, and accurately describe the company's products and activities.",False
closedloopcomm.com,"Closedloop Communications, Inc.",United States,Company,54,"Closedloop Communications, Inc. is an Information and Telecommunications (ICT) industry company with over 50 years of combined experience supporting Service Providers and Equipment Manufacturers (OEMs). They supply telecommunications equipment and services globally, focusing on cost-effective solutions for infrastructure. The company leverages strong supplier relationships and partnerships to deploy turnkey wireless, wireline, and industrial solutions.","['telecommunications', 'ICT', 'service providers', 'OEMs', 'wireless solutions', 'wireline solutions', 'industrial solutions', 'telecom equipment', 'infrastructure', 'network solutions']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the company's industry and services.",False
forg3d.com.br,FORG3D,Brazil,Company,75,"FORG3D is a company specializing in industrial 3D printing and additive manufacturing solutions, based in Valinhos, Brazil. They offer services including industrial maintenance, product design, prototyping, and the creation of replacement plastic parts for various sectors like architecture, engineering, dentistry, medicine, and general industry. FORG3D aims to provide high-quality, adaptable solutions using advanced international and national equipment, positioning itself as a key player in the additive manufacturing market in the Campinas region and across Brazil.","['3D Printing', 'Additive Manufacturing', 'Industrial 3D Printing', 'Prototyping', 'Product Design', 'Laser Engraving', 'Metal Engraving', '3D Design', 'Manufacturing Solutions', 'Plastic Parts']",True,False,False,high,"The keywords mention 'Laser Engraving' and 'Metal Engraving', which are not mentioned in the summary, suggesting they may be unrelated to this company's actual activities.",False
mönius.com,Mönius Finanz-Marketing GmbH,Germany,Company,78,"Mönius Finanz-Marketing GmbH is a financial services company with over 25 years of experience, specializing in providing qualified financial investment intermediaries with access to attractive capital investment products. They focus on critical product selection, marketing expertise, and sales support, offering three core financial products: FIM (short-term investment), WIDe (real estate AIF), and SIERA (sustainable ELTIF). The company emphasizes transparency, plausibility, and control in its offerings, partnering with product providers who are committed, value-driven, and invest their own capital.","['financial products', 'investment', 'capital investment', 'financial intermediaries', 'marketing expertise', 'sales support', 'real estate investment', 'sustainable investment', 'asset management', 'financial services']",True,True,True,high,"The summary and keywords are highly consistent in describing the company's financial services, products, and values.",False
wereinstitches.com,F5 Networks,United States,Company,59,"F5 Networks is a global leader in application security and delivery, providing hardware, software, and services that ensure the availability, security, and performance of applications. They specialize in solutions for multi-cloud environments, helping organizations manage and protect their applications across various platforms. Their offerings include load balancing, web application firewalls, and DDoS protection, serving a wide range of industries.","['Application Security', 'Application Delivery', 'Multi-cloud', 'Load Balancing', 'Web Application Firewall', 'DDoS Protection', 'Network Solutions', 'Cloud Services', 'Cybersecurity', 'Enterprise IT']",True,False,True,high,"The summary accurately describes the company's products and services, but the keywords include 'Network Solutions' which is too generic and does not specifically match the description in the summary.",False
rocardinvestments.com,Rocard Investments LLC,United States,Company,56,"Rocard Investments is a multi-strategy family investment firm based in Tampa, FL, focusing on identifying investments that balance risk and return. They invest in businesses and real estate properties with a stable, disciplined, and relationship-focused approach. The firm has a flexible investment mandate and seeks to drive transformation and growth through capital, strategic insight, and relationships.","['investment firm', 'family office', 'multi-strategy', 'real estate', 'business investment', 'risk management', 'long-term sustainability', 'portfolio management', 'venture capital', 'financial services']",True,False,False,medium,"Keywords mention 'venture capital' which is not mentioned in the summary, suggesting a mismatch between the keywords and the actual business activities described",False
avvainc-aero.com,AVVA,United States,Company,51,AVVA is an international organization that provides representation and consultancy services to aerospace and defense companies. Their mission is to introduce advanced technology products and services to clients and assist them in selecting the most suitable solutions. They partner with various companies offering components and systems for aircraft and defense applications.,"['Aerospace', 'Defense', 'Consultancy', 'Representation', 'Technology', 'Aircraft Systems', 'Components', 'International', 'Partnerships', 'Solutions']",True,True,True,high,"Summary and keywords accurately describe the aerospace and defense industry services provided by AVVA, with specific details about their mission and partnerships.",False
starmenusa.com,"STARMEN Design Group, Inc.",United States,Company,50,"STARMEN Design Group is a full-service marketing agency specializing in brand identity development, corporate design, technology communications, and strategic marketing concepts. They focus on creating brands that inspire change and drive growth for their clients. The company offers a comprehensive suite of services to enhance brand presence and market impact.","['marketing agency', 'brand identity', 'corporate design', 'technology communications', 'strategic marketing', 'creative services', 'brand development', 'digital marketing', 'advertising', 'design']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the services offered by STARMEN Design Group.",False
mba-res.com,MBA Real Estate,United States,Company,60,"MBA Real Estate is a real estate brokerage firm focused on providing exceptional service to clients and agents in the region. They offer services for buying, selling, and leasing properties, with a strong emphasis on personalized service, current technology, and local market knowledge. The company aims to be a highly regarded brokerage through honesty, experience, and a passion for quality.","['real estate', 'brokerage', 'residential sales', 'commercial leasing', 'property search', 'market analysis', 'home buying', 'home selling', 'real estate agents', 'local expertise']",True,True,True,high,"Summary and keywords accurately describe the company's services and industry, with no signs of generic boilerplate or unrelated content.",False
yishunjia.cn,广州市乐全信息科技有限公司,China,Company,69,"Guangzhou Lequan Information Technology Co., Ltd. provides the Yishunjia software suite, which includes systems for sales, warehousing, POS, customer management, purchasing, financial integration, SaaS, and ERP. Their software aims to offer efficient, real-time, secure, and intelligent management for businesses, supporting features like multi-user access, centralized management for groups or multiple branches, and automated financial voucher generation. They emphasize ease of use, scalability, and providing data insights for strategic planning.","['ERP software', 'Inventory management', 'POS system', 'Sales management', 'Financial integration', 'Business software', 'SaaS', 'Warehouse management', 'Customer management', 'Business intelligence']",True,True,True,high,"Summary and keywords accurately describe the software suite offered by Yishunjia, with specific features and benefits mentioned.",False
suxia.co.jp,株式会社SUXIA,Japan,Company,59,"株式会社SUXIA (SUXIA Co., Ltd.) is a Japanese company specializing in SEO and local search consulting. Their mission is to provide valuable services that lead clients to success, offering strategies ('策' - saku) to achieve this. They provide local SEO, general SEO consulting for SMEs, and web consultation services, aiming to increase website traffic, inquiries, and sales through search engines.","['SEO', 'Local SEO', 'Web Marketing', 'Consulting', 'Google Business Profile', 'Website Optimization', 'Digital Marketing', 'Search Engine Optimization', 'Business Strategy', 'Web Consultation']",True,True,True,high,"Summary and keywords accurately describe the company's services and industry, with no signs of generic boilerplate or unrelated content.",False
fastcom.nl,Unica Groep B.V.,Netherlands,Company,68,"Unica is a Dutch specialist in designing, building, modifying, and operating data centers and network infrastructure. They offer comprehensive solutions from design to daily operations, covering projects like new builds and renovations, as well as services such as maintenance, monitoring, and optimization. Unica serves various sectors including industry, education, public sector, retail, and healthcare, with a focus on complete, customer-oriented solutions and leveraging over 20 years of experience.","['Data Centers', 'Design Build', 'Operations Support', 'Network Infrastructure', 'IT Services', 'Building Intelligence', 'Energy Transition', 'Industrial Solutions', 'Project Management', 'Maintenance']",True,True,True,high,"Summary and keywords accurately describe the company's services and expertise, with no signs of generic boilerplate or unrelated content.",False
bouwbedrijflagemaat.nl,Bouwbedrijf B. v.d. Lagemaat,Netherlands,Company,52,"Bouwbedrijf B. v.d. Lagemaat is a versatile construction company based in Lunteren, Gelderland, established in 1991. They specialize in new construction, alterations, and renovations for both private and business clients. The company is known for its quality, durability, and reliability, serving primarily the central Netherlands region and handling projects of various sizes.","['construction', 'new build', 'renovation', 'alterations', 'building company', 'residential construction', 'commercial construction', 'project management', 'quality', 'durability']",True,True,True,high,"Summary and keywords accurately describe the company's services and industry, with no signs of generic boilerplate or unrelated content.",False
vidatechnologies.co.uk,Vida Technologies Limited,United Kingdom,Company,74,"Vida Technologies Limited is a software solutions company that develops innovative technology solutions, products, and services to address client business challenges. They specialize in creating digital experiences and transformative business solutions, including an online marketplace for bakery products, asset monitoring and track & trace systems, a direct-to-consumer e-commerce platform for Warburtons GlutenFree, and a comprehensive sports club management suite for Wakefield Trinity RLFC. Their focus is on intelligent technology that provides tangible business value.","['software solutions', 'digital experiences', 'technology', 'business solutions', 'asset monitoring', 'track and trace', 'e-commerce', 'sports management', 'app development', 'web development']",True,False,False,medium,"Keywords mention 'app development' and 'web development', which are not mentioned in the summary, suggesting they may be generic boilerplate or unrelated to this specific company's activities.",False
printvectorx.com,VectorX3D,Netherlands,Company,66,"VectorX3D is a 3D printing shop that offers a wide range of 3D printed products and customization services. Customers can browse existing designs, personalize them, or upload their own 3D files for a custom quote. The company emphasizes professional build quality, affordable prices, and worldwide shipping, utilizing cutting-edge industrial printers and offering durable, eco-friendly materials. A portion of their sales supports environmental initiatives like tree planting.","['3D printing', 'custom printing', '3D models', 'industrial printers', 'eco-friendly materials', 'personalized quote', 'online shop', 'manufacturing', 'prototyping', 'decorations']",True,True,True,high,"Summary and keywords accurately describe the business's services and values, with no signs of generic boilerplate or unrelated content.",False
ardmore.apartments,Ardmore Residential,United States,Company,47,"Ardmore Residential is a property management company that focuses on residential real estate. They offer services related to managing rental properties, aiming to provide efficient and reliable solutions for property owners and tenants. The company operates within the real estate sector, likely serving a specific geographic market.","['property management', 'residential real estate', 'rental properties', 'real estate services', 'tenant management', 'property owner solutions', 'housing', 'landlord services']",True,True,True,high,"Summary and keywords accurately describe the company's focus on residential real estate property management, with no signs of generic boilerplate or unrelated content.",False
marinosa.com.ar,Marino S.A.,Argentina,Company,63,"Marino S.A. is a company specializing in the comprehensive management of waste and environmental services, operating since 1975. They offer sustainable solutions for industries and waste generators, including transportation, treatment, and final disposal of industrial and hazardous waste, as well as merchandise destruction and site remediation. Their mission is to provide ecological solutions for waste management, aiming to produce while preserving the environment.","['Waste Management', 'Environmental Services', 'Industrial Waste', 'Hazardous Waste', 'Waste Treatment', 'Waste Disposal', 'Recycling', 'Environmental Solutions', 'Logistics', 'Sustainability']",True,True,True,high,"Summary and keywords accurately describe the company's services and mission, with no signs of generic boilerplate or unrelated content.",False
srcontracting.com,SR Contracting,United States,Company,50,"SR Contracting is a company focused on construction services, as indicated by its tagline ""Building Your Vision."" The website provides contact information and a sign-up for updates, suggesting it is an active business in the construction sector. It aims to deliver on client projects and maintain a professional online presence.","['construction', 'contracting', 'building', 'general contractor', 'home improvement', 'renovation', 'project management', 'commercial construction', 'residential construction', 'building services']",True,True,True,high,"Summary and keywords accurately describe the business's focus on construction services, with specific details about its tagline and online presence.",False
gugelbisolutions.it,Gugel Business Intelligence Solutions,Italy,Company,55,"Gugel Business Intelligence Solutions specializes in providing comprehensive business intelligence services, including the development of BI applications, data warehousing with dimensional modeling, and infrastructure management. They also offer training programs for system administrators, developers, and end-users to foster data culture. The company aims to leverage market-leading tools to help clients gain insights from their data.","['Business Intelligence', 'BI Applications', 'Data Warehousing', 'Dimensional Modeling', 'BI Infrastructure Management', 'BI Training', 'Data Culture', 'Analytics', 'System Optimization', 'User Support']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the business services offered by Gugel Business Intelligence Solutions.",False
numberwisetax.com,Number Wise Tax Service,United States,Company,52,"Number Wise Tax Service offers professional tax preparation and related services for individuals and small businesses. They provide various options for tax filing, including electronic drop-off, in-person appointments, and courier services, emphasizing convenience and accuracy. With multiple locations and experienced advisors, they aim to reduce client stress and ensure correct tax filings.","['tax preparation', 'tax services', 'small business taxes', 'individual taxes', 'tax advisor', 'electronic filing', 'tax consulting', 'refund status', 'tax organizers', 'client portal']",True,True,True,high,"Summary and keywords accurately describe the services offered by Number Wise Tax Service, with specific details about their tax preparation options and convenience features.",False
isoft.jp,アイソフト Inc.,Japan,Company,61,"アイソフト Inc. is a software development company specializing in creating original software solutions tailored to user needs. They focus on developing custom programs and systems, including database integration and machine interfaces, to help businesses and shops rationalize operations and improve production management. The company aims to provide localized software services and support users facing challenges with complex or fragmented computer systems.","['software development', 'custom software', 'user needs', 'production management', 'database systems', 'machine interface', 'IT services', 'business solutions', 'software consulting', 'local services']",True,True,True,high,"Summary and keywords accurately describe the company's software development focus and services, with no signs of generic boilerplate or unrelated content.",False
bjnetworks.com.cn,BJnetworks,China,Company,60,"BJnetworks is a technology company specializing in cloud services, offering customized private cloud solutions, SD-WAN services, and technical consulting for AWS, Azure, and AliCloud. They provide integrated hardware and software hyper-converged systems to help clients build secure, scalable, and reliable private cloud architectures. The company focuses on assisting businesses with their cloud migration challenges through professional consultation and engineering support.","['Cloud Services', 'Private Cloud', 'SD-WAN', 'Technical Consulting', 'AWS', 'Azure', 'AliCloud', 'Hyper-converged Systems', 'IT Solutions', 'Cloud Migration']",True,True,True,high,"Summary and keywords are highly specific and coherent, describing a clear set of cloud computing services offered by the company.",False
hycan.com.cn,合创汽车科技有限公司,China,Company,61,"Hozon Auto (合创汽车) is a Chinese electric vehicle manufacturer that offers a range of smart electric vehicles, including models like the V09, A06 PLUS, A06, Z03, and 007. The company focuses on providing intelligent electric lifestyles, supported by energy services, after-sales support, and financial services. They aim to create a connected community for car owners through their app and online platforms.","['electric vehicles', 'smart cars', 'automotive manufacturing', 'EV technology', 'car sales', 'energy services', 'after-sales service', 'financial services', 'connected car', 'China automotive']",True,False,False,high,"Keywords describe a different industry/activity than the summary describes, as they mention 'car sales' and 'automotive manufacturing', which are not mentioned in the summary",False
cyvatar.ai,Cyvatar,United States,Company,64,"Cyvatar provides enterprise-grade cybersecurity solutions designed to protect businesses from cyber threats. They offer a range of services including continuous monitoring, vulnerability management, endpoint security, DNS security, email security, mobile threat defense, security awareness training, multi-factor authentication, cloud SaaS security, incident response, and cyber insurance partnerships. Their mission is to deliver cybersecurity measured by outcomes, not promises, by treating cybersecurity as a dedicated discipline.","['cybersecurity', 'vulnerability management', 'endpoint security', 'incident response', 'threat intelligence', 'MFA', 'SaaS security', 'security awareness training', 'ransomware protection', 'cyber insurance']",True,True,True,high,"Summary and keywords accurately describe specific cybersecurity services offered by Cyvatar, with no signs of generic boilerplate or unrelated content.",False
heritagefeed.com,Heritage Feed,United States,Company,56,"Heritage Feed is a company that produces and sells premium, non-GMO animal feed formulated for pasture-raised livestock. They offer a range of specialized feeds for poultry, swine, dairy, and sheep/goats, emphasizing healthy ingredients without fillers or soy. The company was founded by farmers seeking high-quality, affordable feed options and now serves small to medium-sized production farms.","['non-GMO feed', 'livestock feed', 'poultry feed', 'swine feed', 'dairy feed', 'pasture-raised', 'animal nutrition', 'farm supplies', 'heritage feed', 'specialty feed']",True,False,True,high,"Keywords appear to be overly promotional and include the company name, which may indicate templated text",False
rossum.sk,ROSSUM INTEGRATION,Slovakia,Company,51,"ROSSUM INTEGRATION specializes in designing, manufacturing, and installing robotic workstations and automated lines for a wide range of manufacturing companies. They offer comprehensive solutions in industrial and collaborative robotics, serving sectors from automotive to food processing. The company focuses on optimizing processes, increasing efficiency, and reducing error rates for their clients.","['robotics', 'automation', 'industrial automation', 'collaborative robotics', 'manufacturing', 'engineering', 'robotic integration', 'process optimization', 'automated lines', 'robot workstations']",True,True,True,high,"Summary and keywords accurately describe the company's services and industry, with no signs of generic boilerplate or unrelated content.",False
ebshkprivate.com,Everbright Securities International Company Limited,Hong Kong,Company,55,"Everbright Securities International (EBSI) is a financial services provider offering a comprehensive suite of wealth management and investment solutions. They cater to high-net-worth clients with services including stock trading, margin financing, and exclusive membership programs. EBSI aims to help clients preserve, manage, and grow their wealth through expert insights and a wide network of specialists.","['wealth management', 'investment services', 'stock trading', 'financial solutions', 'high-net-worth', 'margin financing', 'private banking', 'international expertise', 'financial advisory', 'asset management']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the financial services offered by Everbright Securities International Company Limited.",False
ilisat.com,ILISAT,Spain,Company,56,"ILISAT is a telecommunications service provider offering mobile plans, fiber optic internet, and web design services. They focus on providing reliable connectivity solutions for both individuals and businesses, aiming to ensure communications are handled with ease and without complications. The company also offers television services and has recently launched a new online store and mobile application.","['telecommunications', 'mobile plans', 'fiber optic', 'web design', 'connectivity', 'internet services', 'business services', 'online store', 'television services', 'technology']",True,True,True,high,"Summary and keywords accurately describe the company's services and activities, with no signs of generic boilerplate or unrelated content.",False
dehoopservices.nl,De Hoop Services,Netherlands,Company,65,"De Hoop Services specializes in Business Intelligence (BI) services, offering functional application management, BI development, and implementation consulting. They help organizations structure and manage their BI environments, ensuring data integrity, access control, and efficient reporting. Their services include authorization management, layout and template maintenance, package deployment, BI environment upkeep, and content backups, as well as advising on system implementations and developing custom reports and dashboards.","['Business Intelligence', 'Functional Application Management', 'BI Development', 'Implementation Consulting', 'Data Management', 'Reporting', 'Dashboards', 'BI Environment', 'Data Analysis', 'IT Consulting']",True,True,True,high,"Summary and keywords are highly specific and coherent, accurately describing the company's services in Business Intelligence.",False
callahancommercial.com,Callahan Commercial,United States,Company,45,"Callahan Commercial is a real estate brokerage firm specializing in commercial properties. They offer practical and cost-effective solutions for owners, tenants, and investors in the sale, lease, and investment of commercial real estate. The company provides expert guidance and efficient services for transactions and leasing.","['commercial real estate', 'real estate brokerage', 'property sales', 'property leasing', 'real estate investment', 'tenant services', 'owner services', 'commercial properties', 'real estate transactions', 'investment guidance']",True,True,True,high,"Summary and keywords accurately describe the company's services and activities, with no signs of generic boilerplate or unrelated content.",False
